separation, propensity, length, PredSS_r1_-1, PredSS_r1, PredSS_r1_1, PredSS_r2_-1, PredSS_r2, PrSS_fq_cn_H, PrSS_fq_cn_E, PrSS_fq_cn_C, PrCN_fq_cn_0, PrRCH_fq_cn0, PrRCH_fq_cn1, PrSA_fq_cn_0, PrSA_fq_cn_4, PrRCH_r1_-1, PrRCH_r1, PrRCH_r1_1, PrRCH_r2_-1, PrRCH_r2, PrRCH_r2_1, PrCN_r1_-1, PrCN_r1, PrCN_r1_1, PrCN_r2, PrSA_r1, PrSA_r2_-1, PrSA_r2, PrSA_r2_1, PrRCH_fq_gl0, PrRCH_fq_gl4, AA_fq_cn_A, AA_fq_cn_D, AA_fq_cn_E, AA_fq_cn_I, AA_fq_cn_F, PrSS_fq_gl_H, PrCN_fq_gl_0, PrSA_fq_gl_0, PSSM_r1_-4_A, PSSM_r1_-4_N, PSSM_r1_0_D, PSSM_r1_1_W, PSSM_r2_0_A, PSSM_cn_-2_A, PSSM_cn_-2_T, PSSM_cn_0_H, PSSM_cn_2_D, PSSM_cn_2_V, class
18,0.0333183728783178,128,H,H,H,C,C,0.294,0.0,0.706,0.588,0.471,0.118,0.235,0.529,3,3,3,0,3,3,3,4,3,3,0,4,3,1,0.367,0.0,0.059,0.118,0.118,0.0,0.118,0.328,0.43,0.211,-1,3,-4,1,-2,-1,-1,-2,0,-1,negative
63,1.35659494835128,158,E,E,E,E,E,0.0,0.548,0.452,0.048,0.177,0.097,0.403,0.161,1,3,3,0,3,3,3,4,4,4,0,3,0,2,0.285,0.095,0.016,0.048,0.081,0.081,0.065,0.025,0.127,0.329,1,0,-5,-1,-1,2,2,-4,-3,-5,positive
34,-0.634025512103778,501,E,C,C,C,C,0.273,0.091,0.636,0.242,0.273,0.152,0.242,0.212,3,3,2,1,3,1,4,2,2,3,3,2,0,3,0.174,0.331,0.061,0.061,0.091,0.061,0.03,0.303,0.102,0.387,0,-3,7,-2,-3,5,-1,-5,7,-6,positive
58,0.635167042481844,155,X,C,H,H,H,0.175,0.333,0.491,0.07,0.123,0.088,0.579,0.088,X,0,0,3,3,1,X,3,3,3,4,2,0,3,0.219,0.239,0.053,0.035,0.035,0.07,0.07,0.123,0.084,0.387,0,0,-5,-6,-6,1,-1,-6,-7,4,negative
272,-0.0728073962006339,546,E,E,C,C,H,0.292,0.077,0.631,0.129,0.218,0.122,0.343,0.199,4,4,4,1,3,3,4,4,4,4,0,3,1,3,0.172,0.374,0.148,0.066,0.052,0.07,0.018,0.333,0.09,0.407,-4,-6,-4,-6,-2,-3,-2,0,-6,0,negative
123,-0.60330827027218,382,E,E,E,C,C,0.123,0.074,0.803,0.057,0.189,0.082,0.213,0.139,4,4,4,3,3,3,4,4,4,1,0,3,4,4,0.264,0.141,0.082,0.049,0.041,0.033,0.016,0.209,0.152,0.199,-4,-7,-2,-1,-1,0,-2,2,-6,-7,negative
42,0.339083541066577,202,H,H,H,H,C,0.756,0.0,0.244,0.244,0.244,0.195,0.22,0.22,3,3,3,0,1,0,2,3,3,0,1,4,4,4,0.356,0.005,0.0,0.0,0.122,0.049,0.146,0.658,0.416,0.139,-1,-1,-4,-4,0,0,-1,-1,1,-2,negative
33,0.116199306132021,201,E,H,H,H,C,0.656,0.0,0.344,0.125,0.375,0.156,0.25,0.188,4,4,4,1,3,3,4,4,4,3,1,3,1,4,0.244,0.184,0.062,0.031,0.062,0.031,0.031,0.109,0.134,0.229,0,-2,2,-3,-5,-1,2,0,0,4,positive
68,0.5402079338809,158,E,C,C,E,E,0.0,0.463,0.537,0.149,0.343,0.149,0.075,0.269,3,3,3,3,4,3,4,3,3,3,0,0,3,0,0.354,0.013,0.015,0.045,0.03,0.03,0.045,0.0,0.184,0.152,-2,-3,-4,-4,0,0,-1,-4,7,-4,positive
71,-0.620222019076863,226,C,C,H,E,E,0.471,0.157,0.371,0.143,0.2,0.129,0.3,0.157,4,4,3,3,4,4,4,4,4,4,1,0,0,0,0.226,0.186,0.043,0.057,0.071,0.057,0.043,0.442,0.142,0.31,-3,-2,-3,-8,-4,-6,-6,5,-2,3,negative
144,-0.944179313473616,250,C,C,E,C,C,0.322,0.252,0.427,0.161,0.266,0.084,0.315,0.168,0,2,1,3,3,3,1,2,2,3,3,1,3,1,0.288,0.1,0.063,0.049,0.098,0.042,0.042,0.204,0.132,0.272,3,-3,7,-5,3,0,-1,1,-7,3,negative
110,1.01951044096319,125,C,H,H,E,E,0.229,0.294,0.477,0.239,0.349,0.092,0.202,0.294,0,3,0,3,3,3,0,3,1,4,1,0,0,0,0.368,0.0,0.073,0.101,0.046,0.037,0.064,0.208,0.248,0.192,0,-1,-4,2,-2,1,-2,-1,-4,3,negative
71,0.297583937137025,223,H,C,C,C,C,0.3,0.157,0.543,0.171,0.343,0.143,0.157,0.329,0,0,0,0,0,1,0,2,0,1,4,4,4,3,0.278,0.081,0.057,0.029,0.029,0.0,0.1,0.372,0.188,0.184,6,-2,-1,-4,-2,-1,-1,0,-1,-3,negative
53,-0.591533697835984,244,E,C,C,C,C,0.0,0.269,0.731,0.308,0.288,0.154,0.135,0.308,4,4,4,1,0,3,4,4,4,0,3,3,3,3,0.328,0.049,0.038,0.019,0.038,0.135,0.038,0.258,0.352,0.176,-1,-1,-2,-3,1,1,-1,-1,-4,3,negative
34,-0.634025512103778,119,C,C,C,H,H,0.879,0.0,0.121,0.485,0.333,0.364,0.091,0.364,0,0,0,3,3,0,0,0,0,3,4,0,2,4,0.361,0.0,0.0,0.091,0.061,0.091,0.091,0.782,0.454,0.176,0,-1,4,-4,1,0,0,2,0,4,negative
94,0.674989008568121,137,H,H,H,E,E,0.301,0.215,0.484,0.129,0.301,0.108,0.269,0.129,0,1,3,2,1,1,0,2,3,2,3,3,3,3,0.299,0.161,0.097,0.097,0.086,0.032,0.043,0.38,0.131,0.292,4,-3,-3,-2,1,0,0,-2,-8,4,negative
45,-0.330020840578311,156,H,H,H,E,E,0.273,0.25,0.477,0.136,0.227,0.045,0.341,0.136,3,0,0,3,3,0,3,0,0,3,3,3,1,3,0.256,0.115,0.114,0.0,0.068,0.045,0.023,0.333,0.128,0.256,1,-2,?,0,-1,-5,-5,-9,2,-4,positive
486,-1.88815652750283,1244,C,C,C,H,H,0.188,0.142,0.67,0.157,0.204,0.101,0.27,0.239,0,0,1,1,0,3,3,0,3,1,4,3,3,1,0.198,0.27,0.089,0.054,0.064,0.035,0.033,0.211,0.16,0.26,0,-1,3,-4,-2,1,-2,0,-1,-2,negative
25,0.690944442931784,173,E,E,C,C,C,0.0,0.417,0.583,0.042,0.333,0.208,0.125,0.125,3,3,0,0,3,0,3,4,1,2,1,3,3,4,0.243,0.046,0.125,0.083,0.042,0.083,0.042,0.064,0.052,0.15,-1,0,-5,-5,0,-4,-5,-1,-1,-3,positive
77,0.0235861604549471,173,C,E,E,H,H,0.132,0.342,0.526,0.066,0.145,0.158,0.461,0.092,3,3,4,3,3,0,4,4,4,3,0,3,0,3,0.208,0.277,0.066,0.039,0.066,0.132,0.0,0.139,0.075,0.387,-2,-3,-4,-5,6,?,-3,-1,-4,2,positive
21,0.626348461004925,170,C,C,C,C,C,0.0,0.15,0.85,0.35,0.45,0.1,0.1,0.4,0,3,?,1,3,0,0,3,0,3,1,3,1,4,0.365,0.006,0.05,0.1,0.0,0.0,0.05,0.094,0.259,0.206,0,0,-4,-5,-1,-1,-1,-1,0,-1,negative
6,0.161795577266193,90,C,C,C,H,C,0.4,0.0,0.6,0.8,1.0,0.0,0.0,0.8,3,1,0,0,3,1,4,0,0,3,3,3,0,3,0.367,0.011,0.0,0.0,0.2,0.0,0.0,0.822,0.411,0.256,-1,-1,-2,-3,-2,-2,0,0,3,-3,positive
67,1.15934056238624,140,E,E,E,E,E,0.227,0.455,0.318,0.152,0.258,0.136,0.197,0.182,3,3,3,3,3,4,4,4,2,4,0,0,0,0,0.286,0.064,0.076,0.015,0.136,0.045,0.091,0.307,0.193,0.236,4,-3,-5,-3,3,-3,2,0,-4,4,negative
77,0.339083541066577,347,C,E,E,H,C,0.316,0.263,?,0.145,0.25,0.145,0.184,0.197,3,3,3,?,2,0,3,3,4,2,2,3,1,4,0.222,0.156,0.066,0.013,0.158,0.092,0.039,0.334,0.115,0.277,-1,-2,-4,6,1,1,1,0,-7,4,negative
114,-0.40721714290482,194,H,H,H,H,H,0.319,0.274,0.407,0.124,0.212,0.124,0.257,0.124,3,0,1,3,2,2,3,0,1,2,4,0,2,3,0.211,0.093,0.115,0.018,0.115,0.027,0.062,0.294,0.139,0.247,1,-2,3,-6,0,1,1,-1,3,-4,positive
70,-0.0816063430061685,150,C,C,C,C,C,0.0,0.116,0.884,0.217,0.391,0.145,0.072,0.507,0,3,0,3,0,3,3,3,1,1,2,1,4,3,0.347,0.0,0.043,0.116,0.014,0.043,0.029,0.127,0.207,0.14,-7,-1,-5,-3,-2,-7,?,-5,-2,-4,negative
27,-0.259059218447052,151,H,H,H,H,H,0.923,0.0,0.077,0.308,0.269,0.231,0.154,0.192,0,1,3,2,3,3,0,1,3,3,3,3,0,1,0.318,0.033,0.077,0.038,0.231,0.115,0.115,0.795,0.325,0.159,-2,-3,-1,-7,6,1,-1,-6,1,?,positive
30,-0.0611080004674512,331,H,H,H,C,C,0.379,0.138,0.483,0.103,0.241,0.103,0.241,0.207,3,1,0,1,0,3,3,1,?,1,3,3,4,1,0.296,0.124,0.172,0.103,0.034,0.069,0.034,0.375,0.196,0.221,0,-5,-1,-4,-3,-1,0,-5,-5,3,positive
26,-0.277449028204251,114,E,E,E,H,H,0.08,0.56,0.36,0.28,0.32,0.08,0.28,0.32,3,3,4,3,3,3,4,4,4,3,1,1,3,0,0.368,0.035,0.0,0.04,0.0,0.12,0.0,0.202,0.228,0.237,-1,3,-3,-4,-1,3,0,-3,2,-3,negative
54,0.776277230345155,250,C,C,C,E,E,0.358,0.17,0.472,0.151,0.358,0.038,0.17,0.208,3,3,3,3,3,4,2,3,4,4,0,0,0,0,0.288,0.1,0.057,0.113,0.113,0.057,0.019,0.204,0.132,0.272,-1,2,-7,-3,-7,2,-1,-6,-7,2,negative
86,-0.348437167796208,198,C,C,C,C,C,0.0,0.035,0.965,0.235,0.353,0.047,0.024,0.753,0,3,0,3,4,0,0,3,3,4,4,4,4,4,0.298,0.268,0.035,0.082,0.035,0.012,0.059,0.061,0.172,0.126,0,1,-1,0,0,1,2,-4,-6,-1,positive
8,0.0296067540423592,76,C,C,C,E,E,0.0,0.286,0.714,0.0,0.0,0.0,0.714,0.0,1,0,3,3,3,3,2,0,3,3,4,0,2,0,0.289,0.026,0.0,0.0,0.0,0.0,0.143,0.368,0.184,0.237,-2,-2,-2,0,-3,-2,-3,-6,-4,-2,negative
57,-0.707277585174926,82,C,C,C,E,E,0.589,0.089,0.321,0.125,0.286,0.196,0.196,0.196,3,0,0,0,0,0,2,0,1,0,4,4,4,4,0.329,0.0,0.036,0.018,0.071,0.107,0.0,0.5,0.22,0.159,-5,-7,-1,-5,-1,?,-1,-7,3,-3,negative
60,-0.380502019767479,271,C,C,C,H,H,0.441,0.085,0.475,0.068,0.136,0.186,0.356,0.119,1,1,0,0,1,3,3,2,0,1,3,3,3,0,0.188,0.181,0.102,0.051,0.034,0.034,0.051,0.384,0.103,0.351,-4,-1,1,-3,1,-4,-3,1,-9,-7,negative
61,1.01951044096319,187,C,E,E,H,C,0.167,0.5,0.333,0.183,0.333,0.15,0.217,0.3,0,3,3,0,1,0,1,3,4,2,0,4,3,4,0.369,0.005,0.083,0.05,0.017,0.067,0.0,0.112,0.262,0.16,1,0,-4,-3,0,-2,0,-1,-1,-2,negative
51,1.16304154068476,190,H,H,H,C,C,0.5,0.0,0.5,0.28,0.32,0.2,0.18,0.22,3,3,3,3,3,3,2,3,3,4,0,2,0,0,0.332,0.005,0.08,0.1,0.04,0.04,0.06,0.553,0.289,0.2,-1,-1,-2,-2,-4,-4,-1,-5,-2,1,negative
79,0.423951901331434,154,C,C,C,E,E,0.346,0.179,0.474,0.282,0.372,0.141,0.154,0.269,0,3,0,3,3,3,3,4,1,3,1,1,2,0,0.344,0.058,0.051,0.077,0.064,0.038,0.064,0.292,0.24,0.156,-4,-3,-3,-4,-1,-1,-2,-3,-4,3,negative
86,-1.62414912760972,176,H,H,H,H,H,0.282,0.259,0.459,0.247,0.353,0.082,0.224,0.294,1,1,3,0,0,3,1,0,3,0,3,4,3,0,0.347,0.091,0.106,0.059,0.071,0.059,0.047,0.364,0.273,0.21,-5,-7,0,-2,0,-1,2,-2,-1,-7,negative
45,0.285334104901438,123,C,C,C,E,E,0.295,0.25,0.455,0.159,0.273,0.182,0.25,0.25,1,0,0,3,3,3,1,0,1,4,4,2,0,0,0.252,0.016,0.068,0.023,0.045,0.023,0.114,0.179,0.13,0.203,-7,-8,0,-2,-10,-2,-3,-4,7,-5,negative
95,-0.260871550588057,335,C,H,H,C,C,0.415,0.117,0.468,0.245,0.309,0.202,0.096,0.266,1,0,0,3,3,3,1,0,0,4,4,3,1,2,0.257,0.087,0.064,0.074,0.053,0.032,0.053,0.331,0.17,0.194,-1,-4,4,4,-1,0,-2,-1,3,-3,negative
50,0.782157885540707,477,E,E,E,C,C,0.408,0.204,0.388,0.143,0.204,0.122,0.286,0.102,4,4,4,1,3,0,4,4,4,3,0,3,1,3,0.243,0.176,0.041,0.143,0.082,0.041,0.02,0.419,0.201,0.252,-4,-2,-3,-4,?,-2,?,-2,-3,-4,positive
187,0.551778417434986,235,C,C,C,H,H,0.457,0.134,0.409,0.134,0.194,0.124,0.312,0.161,0,0,0,3,3,3,0,0,1,3,4,3,1,1,0.277,0.17,0.097,0.048,0.065,0.043,0.048,0.404,0.247,0.247,1,-3,2,-5,-1,3,-2,-1,-3,-1,positive
50,0.655458249089077,216,E,E,E,H,H,0.102,0.224,0.673,0.061,0.224,0.102,0.265,0.204,?,3,3,3,3,3,3,3,3,3,3,0,1,3,0.204,0.176,0.041,0.061,0.041,0.041,0.02,0.296,0.102,0.315,-4,-7,-2,-1,-1,0,-3,1,-5,-8,negative
16,0.141851067468977,134,H,H,H,C,C,0.133,0.333,0.533,0.067,0.133,0.2,0.267,0.067,1,3,2,1,0,0,1,3,3,1,0,3,3,4,0.254,0.067,0.067,0.0,0.0,0.067,0.0,0.306,0.134,0.276,1,-3,-6,-4,-2,1,-1,-3,0,-2,negative
32,0.89955658645063,187,C,C,C,C,C,0.0,0.258,0.742,0.258,0.516,0.065,0.129,0.387,2,2,0,0,3,3,2,3,0,2,1,3,2,1,0.337,0.027,0.0,0.097,0.129,0.032,0.032,0.332,0.267,0.187,0,-1,-6,-5,-1,-1,-4,-1,-1,-2,negative
336,1.17960746355996,404,E,C,C,C,C,0.37,0.125,0.504,0.069,0.179,0.093,0.382,0.107,3,2,0,0,3,3,3,3,1,3,3,3,0,3,0.191,0.285,0.072,0.057,0.081,0.045,0.054,0.344,0.077,0.364,-6,-8,-3,-7,0,-2,2,-1,-3,-5,negative
31,1.01373687802747,331,H,H,H,E,E,0.567,0.067,0.367,0.167,0.167,0.3,0.233,0.1,1,3,1,3,4,4,1,3,1,4,0,0,0,0,0.166,0.221,0.067,0.133,0.1,0.067,0.033,0.332,0.094,0.363,-3,-6,-6,-2,-3,-5,-5,-1,-3,-3,positive
27,0.33222651280555,154,E,E,E,C,C,0.0,0.269,0.731,0.538,0.538,0.308,0.038,0.654,3,3,2,1,3,3,3,4,2,3,0,3,3,0,0.37,0.013,0.038,0.0,0.154,0.077,0.0,0.0,0.273,0.188,-3,-2,-6,-4,-1,-5,-4,1,-3,-4,positive
416,0.702477190922726,865,C,C,C,H,H,0.516,0.099,0.386,?,0.265,0.12,0.241,0.219,0,3,3,3,0,1,1,4,4,1,0,0,3,3,0.238,0.129,0.12,0.065,0.065,0.043,0.046,0.394,0.168,0.242,-5,2,-3,-5,0,-1,0,1,1,-2,negative
362,0.116199306132021,495,C,C,E,E,E,0.205,0.147,0.648,0.208,0.296,0.114,0.161,0.258,1,1,3,3,3,4,1,3,3,4,4,0,1,0,0.285,0.115,0.05,0.075,0.036,0.044,0.05,0.168,0.186,0.182,-1,-1,-2,-3,-4,0,-1,-4,2,-3,negative
68,0.768186556060486,865,E,E,C,H,H,0.164,0.209,0.627,0.194,0.284,0.134,0.179,0.299,0,3,1,4,3,4,0,3,2,4,4,2,0,3,0.238,0.129,0.06,0.045,0.045,0.0,0.09,0.394,0.168,0.242,-1,3,-2,-2,-6,3,1,-4,-1,3,negative
38,0.0333183728783178,339,H,H,H,H,H,0.838,0.0,0.162,0.027,0.081,0.081,0.595,0.054,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0.239,0.153,0.189,0.027,0.135,0.108,0.108,0.652,0.206,0.283,5,-1,-6,-7,-6,-3,-3,-4,-2,-3,negative
45,0.0976253763868929,224,C,C,E,H,H,0.318,0.182,0.5,0.636,0.614,0.136,0.045,0.705,0,0,3,0,3,1,0,0,3,3,4,4,0,3,0.42,0.0,0.091,0.0,0.136,0.023,0.023,0.281,0.371,0.112,-4,-3,-1,11,0,0,0,-1,-3,1,positive
111,0.404275001708352,216,C,C,C,H,H,0.264,0.2,0.536,0.1,0.2,0.073,0.336,0.155,0,3,3,3,1,3,1,3,3,1,1,0,3,3,0.204,0.176,0.055,0.055,0.064,0.091,0.027,0.296,0.102,0.315,-3,-8,-2,-3,2,3,-4,-3,-3,-1,negative
27,-0.210874394342964,185,C,C,C,C,C,0.462,0.192,0.346,0.423,0.269,0.192,0.385,0.308,0,1,0,4,4,4,0,0,0,3,4,0,3,1,0.249,0.2,0.077,0.115,0.038,0.115,0.038,0.346,0.211,0.265,0,0,0,-1,-3,0,0,-5,-3,-5,negative
51,0.658698368847506,223,H,H,H,H,H,0.54,0.0,0.46,0.32,0.32,0.22,0.16,0.3,1,3,1,3,3,4,1,3,0,3,1,0,0,3,0.278,0.081,0.1,0.04,0.04,0.04,0.1,0.372,0.188,0.184,6,-4,-6,-4,-3,2,0,-3,0,-1,negative
63,-0.637628516238633,276,H,H,H,C,C,0.419,0.145,0.435,0.274,0.355,0.226,0.177,0.306,3,3,0,3,0,0,3,3,0,1,3,4,4,4,0.29,0.069,0.065,0.113,0.048,0.048,0.048,0.348,0.185,0.203,4,0,-2,-1,0,-3,-4,-3,2,-4,positive
6,-0.0178509540145711,189,E,E,C,C,C,0.0,0.0,1.0,0.0,0.2,0.4,0.0,0.0,1,3,1,1,3,1,2,4,2,4,0,3,1,3,0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.18,-5,-7,-6,-1,-1,-3,-1,1,-3,0,positive
80,-0.403679937050501,201,E,C,C,H,C,0.329,0.203,0.468,0.291,0.342,0.19,0.177,0.291,4,4,4,0,1,0,4,4,4,0,1,4,4,3,0.308,0.104,0.101,0.038,0.063,0.025,0.013,0.259,0.264,0.189,2,-3,?,-5,2,6,-3,3,-2,-3,positive
53,0.295432897894212,487,E,E,E,C,C,0.423,0.154,0.423,0.096,0.231,0.115,0.308,0.173,?,3,3,0,3,3,4,4,4,3,1,3,2,2,0.23,0.277,0.096,0.058,0.115,0.038,0.038,0.409,0.162,0.339,0,-1,-5,-5,-1,?,-2,-3,0,-2,positive
22,-0.513657674901729,278,C,C,C,E,E,0.524,0.19,0.286,0.143,0.19,0.095,0.333,0.048,0,0,0,3,3,3,1,1,1,4,4,0,0,1,0.205,0.183,0.095,0.048,0.095,0.048,0.048,0.169,0.094,0.324,-5,-8,5,8,-1,-9,-9,-1,-3,?,positive
264,-0.637628516238633,470,C,C,C,C,C,0.114,0.16,0.726,0.133,0.24,0.034,0.106,0.365,0,3,1,0,0,1,1,3,2,0,3,4,4,4,0.228,0.219,0.091,0.08,0.027,0.027,0.061,0.109,0.104,0.14,-1,0,-3,3,0,1,0,-3,-2,?,positive
10,-0.645740409892449,146,H,H,H,C,C,?,0.0,0.333,0.556,0.333,0.444,0.0,0.444,1,0,1,1,0,2,1,0,1,0,3,4,4,2,0.411,0.0,0.0,0.0,0.111,0.0,0.111,0.096,0.356,0.089,0,0,0,-4,1,0,-1,-2,-4,1,positive
64,-0.598349082390416,178,E,C,C,C,E,0.0,0.317,0.683,0.476,0.381,0.286,0.048,0.587,3,3,0,0,1,3,3,3,?,2,1,4,3,0,0.382,0.0,0.048,0.048,?,0.111,0.0,0.0,0.36,0.124,-2,-2,-2,-3,1,0,5,-3,-2,-3,positive
25,-0.60330827027218,226,H,H,H,H,C,0.667,0.167,0.167,0.042,0.167,0.125,0.375,0.042,3,3,3,0,2,2,3,4,3,2,0,4,3,1,0.226,0.186,0.083,0.125,0.042,0.083,0.042,0.442,0.142,0.31,-6,-6,-6,-7,1,2,-1,-7,1,-2,positive
200,0.161958287099179,452,E,C,C,E,E,0.0,0.342,0.658,0.236,0.317,0.111,0.211,0.332,4,4,4,3,3,3,4,4,4,4,1,1,1,3,0.316,0.148,0.035,0.065,0.03,0.06,0.035,0.0,0.217,0.162,3,-2,-4,-8,-2,3,5,0,2,-3,negative
144,1.01373687802747,437,E,E,E,C,E,0.301,0.238,0.462,0.105,0.231,0.112,0.301,0.161,3,3,3,4,3,3,3,4,4,4,1,2,0,1,0.197,0.233,0.035,0.084,0.091,0.098,0.035,0.249,0.069,0.343,0,1,-6,-4,-4,-3,-4,1,-5,-4,negative
7,1.35659494835128,188,H,H,H,H,H,1.0,0.0,0.0,0.333,0.5,0.167,0.167,0.167,1,3,2,0,0,0,1,3,2,1,0,4,4,4,0.25,0.25,0.0,0.167,0.333,0.167,0.0,0.399,0.165,0.303,-1,-1,-4,-3,0,-2,-1,1,-2,-3,negative
263,-0.798622390792186,447,C,C,E,E,E,0.16,0.206,0.634,0.141,0.229,0.088,0.225,0.202,3,3,3,3,3,3,3,3,4,4,2,0,0,2,0.246,0.192,0.08,0.038,0.061,0.031,0.05,0.239,0.181,0.201,0,-4,8,2,-2,-1,0,-1,1,-6,negative
158,0.542650244622363,431,C,C,C,C,E,0.0,0.414,0.586,0.102,0.312,0.083,0.153,0.344,3,4,3,3,3,3,4,3,3,4,3,3,0,3,0.362,0.095,0.019,0.108,0.07,0.051,0.025,0.009,0.172,0.139,-1,2,0,3,-9,-1,2,1,0,-2,negative
171,-0.806811662032717,954,C,C,C,H,H,0.535,0.0,0.465,0.106,0.171,0.088,0.235,0.124,4,4,4,3,2,0,3,4,4,1,3,0,2,4,0.239,0.138,0.141,0.071,0.071,0.041,0.047,0.181,0.155,0.156,-2,-1,0,2,0,1,1,4,-5,2,negative
36,-0.581834404850818,121,H,H,H,H,H,0.429,0.0,0.571,0.429,0.343,0.257,0.2,0.343,3,0,1,3,2,0,3,0,1,1,4,0,3,4,0.289,0.017,0.057,0.086,0.143,0.114,0.029,0.529,0.372,0.165,-2,6,-1,-3,-2,-1,-1,-4,-1,1,negative
47,0.00338676056349828,240,E,E,E,C,E,0.348,0.152,0.5,0.0,0.043,0.13,0.391,0.022,4,4,4,3,3,3,4,4,4,4,0,3,0,0,0.171,0.146,0.022,0.043,0.043,0.0,0.087,0.388,0.079,0.371,-1,0,-8,-4,-3,-1,-2,-2,6,-2,positive
23,0.0296067540423592,296,C,C,C,E,E,0.0,0.273,0.727,0.318,0.364,0.045,0.091,0.364,4,4,4,3,3,3,3,4,4,4,3,?,0,1,0.243,0.203,0.091,0.136,0.0,0.045,0.091,0.068,0.149,0.223,-1,1,2,3,-2,-4,-3,-3,0,-1,positive
26,0.812774165983393,257,C,E,E,E,E,0.0,0.36,0.64,0.2,0.32,0.08,0.0,0.4,1,3,3,3,3,3,3,3,4,3,0,3,2,3,0.35,0.047,0.08,0.04,0.12,0.0,0.0,0.0,0.163,0.128,-1,0,-2,0,-2,-3,-4,-8,8,-7,negative
106,-0.261888415190075,412,C,C,C,C,C,0.19,0.0,0.81,0.01,0.029,0.029,0.6,0.019,1,4,4,4,4,4,3,3,4,4,2,0,0,0,0.126,0.413,0.152,0.029,0.0,0.048,0.019,0.376,0.073,0.398,-3,-2,-4,-7,-3,0,-2,-6,-5,-7,negative
50,0.0989227983205789,345,C,C,C,H,H,0.347,0.122,0.531,0.163,0.224,0.163,0.286,0.204,2,0,3,1,0,1,2,3,3,0,4,3,4,4,0.243,0.188,0.122,0.082,0.041,0.041,0.02,0.386,?,0.299,5,-5,-3,2,4,-2,-2,-5,-6,-1,negative
115,-0.168446050654973,194,E,C,C,C,C,0.0,0.395,0.605,0.202,0.351,0.088,0.088,0.289,3,3,0,3,0,0,1,1,0,3,4,1,4,4,0.345,0.031,0.044,0.053,0.053,0.07,0.088,0.0,0.155,0.108,-2,-1,0,?,-4,-3,-3,-1,-7,1,negative
73,-0.0502330882171169,363,H,H,H,C,C,0.264,0.181,0.556,0.097,0.181,0.083,0.347,0.194,1,3,3,4,4,4,1,3,3,4,0,1,3,1,0.201,0.284,?,0.097,0.069,0.069,0.042,0.267,0.143,0.298,-2,-1,-5,-5,1,-2,-2,-5,-4,4,negative
255,0.0793413827993367,319,C,C,C,C,C,0.421,0.142,0.437,0.075,0.157,0.102,0.421,0.11,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0.163,0.279,0.126,0.051,0.067,?,0.039,0.417,0.075,0.392,-4,-5,-5,-6,-4,-2,2,-3,0,-2,negative
14,1.35659494835128,822,C,C,C,C,C,0.0,0.0,1.0,0.462,0.615,0.077,0.077,0.615,3,3,3,0,0,0,4,4,4,0,0,4,4,4,0.253,0.227,0.0,0.077,0.077,0.0,0.0,0.265,0.208,0.26,0,0,-4,-5,0,0,-1,?,4,-3,positive
111,-0.91658152710323,822,H,H,H,C,C,0.327,?,0.527,0.109,0.145,0.082,0.364,0.091,3,3,3,0,0,0,2,1,3,0,2,4,4,4,0.253,0.227,0.155,0.045,0.064,0.064,0.018,0.265,0.208,0.26,-1,-1,1,-4,0,0,0,0,0,0,negative
29,-0.578292091327903,220,C,C,C,H,H,0.714,0.0,0.286,0.214,0.321,0.179,0.179,0.179,0,2,0,3,4,4,?,2,0,4,3,0,2,0,0.255,0.055,0.179,0.071,?,0.036,0.036,0.777,0.223,0.191,-3,-4,-2,-7,1,0,-1,1,1,-4,negative
155,0.107665884093466,219,E,E,E,H,H,0.325,0.149,?,?,0.162,0.091,0.396,0.071,?,4,4,2,0,3,4,4,4,1,0,1,3,0,0.169,0.338,0.065,0.052,0.078,0.052,0.039,0.384,0.11,0.42,7,-4,-5,-4,2,0,-1,-4,3,?,negative
118,-0.20707452348578,130,C,C,E,E,E,0.051,0.547,0.402,0.239,0.291,0.205,0.188,0.291,2,0,3,1,3,2,3,1,4,3,4,3,0,2,0.308,0.015,0.043,0.06,0.051,0.06,0.043,0.046,0.231,0.177,0,0,3,-4,4,-1,1,0,-4,-1,positive
138,-0.257107278286766,254,C,C,C,C,C,0.197,0.226,0.577,0.204,0.263,0.066,0.234,0.241,1,2,0,3,3,3,1,2,0,3,4,1,3,3,0.256,0.154,0.036,0.044,0.102,0.088,0.036,0.193,0.181,0.217,1,-1,-1,-2,1,-1,-1,2,0,0,negative
94,-0.255808155306906,349,H,H,H,E,E,0.312,0.161,0.527,0.14,0.28,0.108,0.312,0.226,3,1,0,3,3,4,3,1,0,4,3,?,0,0,0.178,0.284,0.065,0.011,0.097,0.086,0.086,0.43,0.083,0.421,4,-3,-1,-4,5,-4,-4,-1,-5,-7,negative
34,-0.591533697835984,108,C,C,E,?,C,0.0,0.667,0.333,0.182,0.182,0.152,0.333,0.212,0,1,3,0,0,0,?,3,4,1,3,4,4,3,0.361,0.019,0.03,0.061,0.0,0.03,0.061,0.12,0.333,0.241,0,0,-2,-3,-1,1,2,-2,-4,-1,negative
